"created_at","timestamp_ms","id","extended_full_text","user_id","user_screen_name","user_name","user_followers_count","user_location","user_created_at","user_friends_count","user_statuses_count","user_verified","id_str","source","truncated","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id_str","in_reply_to_screen_name","contributors","is_quote_status","quote_count","reply_count","retweet_count","favorite_count","favorited","retweeted","filter_level","lang","possibly_sensitive","withheld_copyright","place_name","text","long","lat","quoted_status_id_str","place_country_code","rt_id","rt_user_name","rt_extended_full_text","rt_text","rt_favorite_count","rt_friends_count","rt_followers_count","rt_statuses_count","rt_user_id","rt_retweet_count","rt_reply_count","rt_quote_count","rt_user_verified","rt_user_location","rt_truncated","rt_source","rt_created_at","rt_user_screen_name","lat_float","long_float","hour","year","month","day","date"
"Tue Apr 22 01:44:52 +0000 2014","1398131092000","458481542889615360","RT @tweetweet325: 99 years, 99 crosses. Help recognize the #ArmenianGenocide #1915neveragain #CSUN #csunasa http://t.co/23gbfrKymx",,"Avo_MG","Iman Shumpert","449","","Mon Sep 10 22:48:28 +0000 2012","428","46823",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @tweetweet325: 99 years, 99 crosses. Help recognize the #ArmenianGenocide #1915neveragain #CSUN #csunasa http://t.co/23gbfrKymx","0.00000","0.00000",,"null","458465202892058624","Eleni Uzunyan","99 years, 99 crosses. Help recognize the #ArmenianGenocide #1915neveragain #CSUN #csunasa http://t.co/23gbfrKymx","99 years, 99 crosses. Help recognize the #ArmenianGenocide #1915neveragain #CSUN #csunasa http://t.co/23gbfrKymx",,"64","71","975",,"0",,,,,,,"Tue Apr 22 00:39:56 +0000 2014","tweetweet325",,,"01","2014","04","22","04/22/2014"
"Wed Dec 24 12:25:18 +0000 2014","1419423918000","547805227668496384","RT @KachadurianV: Armenian Genocide memorial to be erected in Glendale - http://t.co/O1CJfby3Cs #StopGenocide #1915NeverAgain",,"fofafilhadaputa","Eduarda Zarbinati","123","brasil","Sun Feb 17 18:18:34 +0000 2013","538","434",,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","false",,"null",,"null",,,,,,"0",,,,"pt",,,"null","RT @KachadurianV: Armenian Genocide memorial to be erected in Glendale - http://t.co/O1CJfby3Cs #StopGenocide #1915NeverAgain","0.00000","0.00000",,"null","530802662652907522","Vanessa Kachadurian","Armenian Genocide memorial to be erected in Glendale - http://t.co/O1CJfby3Cs #StopGenocide #1915NeverAgain","Armenian Genocide memorial to be erected in Glendale - http://t.co/O1CJfby3Cs #StopGenocide #1915NeverAgain",,"561","311","4414",,"0",,,,,,,"Fri Nov 07 14:23:11 +0000 2014","KachadurianV",,,"12","2014","12","24","12/24/2014"
"Wed Dec 24 12:38:27 +0000 2014","1419424707000","547808536982323200","RT @RoupenArmen: #ArmenianGenocide #1915NeverAgain 100yrs nothing changed, Armenians then...#kurds now http://t.co/G2G63q7a8q",,"Recognize1915","Armenian Genocide","482","Armenian Diaspora","Sun Feb 02 10:17:03 +0000 2014","218","1623",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @RoupenArmen: #ArmenianGenocide #1915NeverAgain 100yrs nothing changed, Armenians then...#kurds now http://t.co/G2G63q7a8q","0.00000","0.00000",,"null","547800929593200640","Robin Bedrosian","#ArmenianGenocide #1915NeverAgain 100yrs nothing changed, Armenians then...#kurds now http://t.co/G2G63q7a8q","#ArmenianGenocide #1915NeverAgain 100yrs nothing changed, Armenians then...#kurds now http://t.co/G2G63q7a8q",,"1994","804","2402",,"0",,,,,,,"Wed Dec 24 12:08:13 +0000 2014","RoupenArmen",,,"12","2014","12","24","12/24/2014"
"Wed Jan 14 12:02:54 +0000 2015","1421236974000","555409735684325376","#Pilibos100Days   #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #MakeAnImpact http://t.co/6saxpLDEt1",,"juliegeeeee","Julie","42","","Mon Aug 26 00:13:33 +0000 2013","38","738",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","#Pilibos100Days   #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #MakeAnImpact http://t.co/6saxpLDEt1","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"12","2015","01","14","01/14/2015"
"Thu Jan 15 11:23:29 +0000 2015","1421321009000","555762204054519808","#Pilibos100Days #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #WinstonChurchill",,"juliegeeeee","Julie","42","","Mon Aug 26 00:13:33 +0000 2013","38","739",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","#Pilibos100Days #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #WinstonChurchill","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"11","2015","01","15","01/15/2015"
"Thu Jan 15 21:09:29 +0000 2015","1421356169000","555909675783180288","RT @AsaturDavo: #Pilibos100Days Â  #TurkeyFailed Â #ArmenianGenocide #1915NeverAgain #WinstonChurchill rft guys rft http://t.co/a7AROY1GmW",,"gokart_21","Gohar Mkrtchyan","147","Never Land!","Wed Nov 13 01:08:19 +0000 2013","627","2621",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @AsaturDavo: #Pilibos100Days Â  #TurkeyFailed Â #ArmenianGenocide #1915NeverAgain #WinstonChurchill rft guys rft http://t.co/a7AROY1GmW","0.00000","0.00000",,"null","555774714442825728","Vazgenchik","#Pilibos100Days Â  #TurkeyFailed Â #ArmenianGenocide #1915NeverAgain #WinstonChurchill rft guys rft http://t.co/a7AROY1GmW","#Pilibos100Days Â  #TurkeyFailed Â #ArmenianGenocide #1915NeverAgain #WinstonChurchill rft guys rft http://t.co/a7AROY1GmW",,"50","64","2609",,"0",,,,,,,"Thu Jan 15 12:13:12 +0000 2015","AsaturDavo",,,"21","2015","01","15","01/15/2015"
"Sat Jan 17 12:58:30 +0000 2015","1421499510000","556510891491872768","RT @laurieeha: #ArmenianGenocide #100DaysofAction #1915neveragain #Pilibos100Days #TurkeyFailed #MakeAnImpact #reparations http://t.co/470yâ€¦",,"Leaanna_","Wednesday Addams","181","","Sun Oct 10 16:13:41 +0000 2010","169","6006",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @laurieeha: #ArmenianGenocide #100DaysofAction #1915neveragain #Pilibos100Days #TurkeyFailed #MakeAnImpact #reparations http://t.co/470yâ€¦","0.00000","0.00000",,"null","556492526430224384","Ù„ÙˆØ±ÙŠ Ù‡Ù„Ø§Ø¬ÙŠØ§Ù†","#ArmenianGenocide #100DaysofAction #1915neveragain #Pilibos100Days #TurkeyFailed #MakeAnImpact #reparations http://t.co/470y2rbaVR","#ArmenianGenocide #100DaysofAction #1915neveragain #Pilibos100Days #TurkeyFailed #MakeAnImpact #reparations http://t.co/470y2rbaVR",,"250","243","5274",,"0",,,,,,,"Sat Jan 17 11:45:32 +0000 2015","laurieeha",,,"12","2015","01","17","01/17/2015"
"Wed Jan 21 19:34:29 +0000 2015","1421868869000","558060095435984896","RT @ayfwest: Thank you, #Argentina! #AYF #Õ€ÔµÔ´  #Humanrights #TurkeyFailed #100DaysofAction #1915NeverAgain #ArmenianGenocide http://t.co/FCâ€¦",,"MaralMorcecian","Maral Morcecian","158","Õ€Õ¡ÕµÕ¡Õ½Õ¿Õ¡Õ¶","Tue Apr 20 16:02:22 +0000 2010","130","9029",,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","false",,"null",,"null",,,,,,"0",,,,"es",,,"null","RT @ayfwest: Thank you, #Argentina! #AYF #Õ€ÔµÔ´  #Humanrights #TurkeyFailed #100DaysofAction #1915NeverAgain #ArmenianGenocide http://t.co/FCâ€¦","0.00000","0.00000",,"null","558007389236899840","AYF - Western US","Thank you, #Argentina! #AYF #Õ€ÔµÔ´  #Humanrights #TurkeyFailed #100DaysofAction #1915NeverAgain #ArmenianGenocide http://t.co/FCD9Xqg77g","Thank you, #Argentina! #AYF #Õ€ÔµÔ´  #Humanrights #TurkeyFailed #100DaysofAction #1915NeverAgain #ArmenianGenocide http://t.co/FCD9Xqg77g",,"1989","1748","4897",,"0",,,,,,,"Wed Jan 21 16:05:03 +0000 2015","ayfwest",,,"19","2015","01","21","01/21/2015"
"Wed Jan 21 11:32:08 +0000 2015","1421839928000","557938708091899904","RT @Angelo_Arejian: #Pilibos100Days   #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #IamArmenian http://t.co/fmJQrBz5Xr",,"Ddaaddoo_","David","155","LA","Mon Nov 26 20:31:37 +0000 2012","240","305",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @Angelo_Arejian: #Pilibos100Days   #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #IamArmenian http://t.co/fmJQrBz5Xr","0.00000","0.00000",,"null","557937802445221888","Tangelo","#Pilibos100Days   #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #IamArmenian http://t.co/fmJQrBz5Xr","#Pilibos100Days   #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #IamArmenian http://t.co/fmJQrBz5Xr",,"113","123","309",,"0",,,,,,,"Wed Jan 21 11:28:32 +0000 2015","Angelo_Arejian",,,"11","2015","01","21","01/21/2015"
"Fri Jan 23 11:34:28 +0000 2015","1422012868000","558664070987919362","RT @talar_g: #Pilibos100Days #TurkeyFailed #ArmenianGenocide #1915NeverAgain #HrantDink #MakeYourVoiceHeard",,"_Shinigami_hime","The Chosen Hero","69","","Tue Jan 15 04:45:42 +0000 2013","128","6268",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @talar_g: #Pilibos100Days #TurkeyFailed #ArmenianGenocide #1915NeverAgain #HrantDink #MakeYourVoiceHeard","0.00000","0.00000",,"null","558662741347418112","talar","#Pilibos100Days #TurkeyFailed #ArmenianGenocide #1915NeverAgain #HrantDink #MakeYourVoiceHeard","#Pilibos100Days #TurkeyFailed #ArmenianGenocide #1915NeverAgain #HrantDink #MakeYourVoiceHeard",,"140","159","4212",,"0",,,,,,,"Fri Jan 23 11:29:11 +0000 2015","talar_g",,,"11","2015","01","23","01/23/2015"
"Mon Feb 02 13:27:49 +0000 2015","1422883669000","562316475109609472","#Pilibos100Days  #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #OlympicAthletes #Success http://t.co/By1mC1ziNK",,"acidhxrold","christina","3843","0/5 0/4 ","Mon Sep 05 15:14:06 +0000 2011","2270","35638",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","#Pilibos100Days  #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #OlympicAthletes #Success http://t.co/By1mC1ziNK","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"13","2015","02","02","02/02/2015"
"Thu Feb 05 16:49:19 +0000 2015","1423154959000","563454347875340288","RT @armenianbruins: UCLA students demonstrating at the #StainOfDenial silent protest on Bruin Walk. #1915NeverAgain #ArmenianGenocide http:â€¦",,"arminkaaa","Armine","290","Los Angeles, CA â˜€ï¸�","Thu Jun 18 18:14:35 +0000 2009","313","12270",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @armenianbruins: UCLA students demonstrating at the #StainOfDenial silent protest on Bruin Walk. #1915NeverAgain #ArmenianGenocide http:â€¦","0.00000","0.00000",,"null","563452256964452352","UCLA ASA","UCLA students demonstrating at the #StainOfDenial silent protest on Bruin Walk. #1915NeverAgain #ArmenianGenocide http://t.co/eQahOQ68Pa","UCLA students demonstrating at the #StainOfDenial silent protest on Bruin Walk. #1915NeverAgain #ArmenianGenocide http://t.co/eQahOQ68Pa",,"151","197","283",,"0",,,,,,,"Thu Feb 05 16:41:01 +0000 2015","armenianbruins",,,"16","2015","02","05","02/05/2015"
"Sat Feb 07 13:55:52 +0000 2015","1423317352000","564135473451646978","Armenian Genocide Hat #ArmenianGenocide #1915NeverAgain #100Years #Hat #Cap http://t.co/7hgSQmbNMk",,"monstervox","rene' ghazarian","494","","Sat Feb 21 00:52:12 +0000 2009","1636","64289",,,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","Armenian Genocide Hat #ArmenianGenocide #1915NeverAgain #100Years #Hat #Cap http://t.co/7hgSQmbNMk","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"13","2015","02","07","02/07/2015"
"Tue Feb 10 13:46:01 +0000 2015","1423575961000","565220158239543297","RT @italia_lulu_52: #Pilibos100Days Â #TurkeyFailed Â #ArmenianGenocide #1915NeverAgain #Venezuela #SouthAmerica #Genocideâ€¦ http://t.co/aYjhKâ€¦",,"arshoula","Arshoula","23","","Fri Jun 28 02:43:17 +0000 2013","48","844",,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @italia_lulu_52: #Pilibos100Days Â #TurkeyFailed Â #ArmenianGenocide #1915NeverAgain #Venezuela #SouthAmerica #Genocideâ€¦ http://t.co/aYjhKâ€¦","0.00000","0.00000",,"null","564472462684196865","Italia Salcedo","#Pilibos100Days Â #TurkeyFailed Â #ArmenianGenocide #1915NeverAgain #Venezuela #SouthAmerica #Genocideâ€¦ http://t.co/aYjhKajJRM","#Pilibos100Days Â #TurkeyFailed Â #ArmenianGenocide #1915NeverAgain #Venezuela #SouthAmerica #Genocideâ€¦ http://t.co/aYjhKajJRM",,"289","162","8114",,"0",,,,,,,"Sun Feb 08 12:14:57 +0000 2015","italia_lulu_52",,,"13","2015","02","10","02/10/2015"
"Tue Feb 17 00:08:59 +0000 2015","1424131739000","567551260107096064","#ArmenianGenocide #100Years #Turkey #1915NeverAgain #Hat #Cap https://t.co/Nc6vdgXG0g",,"monstervox","rene' ghazarian","502","","Sat Feb 21 00:52:12 +0000 2009","1636","65204",,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","#ArmenianGenocide #100Years #Turkey #1915NeverAgain #Hat #Cap https://t.co/Nc6vdgXG0g","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"00","2015","02","17","02/17/2015"
"Wed Feb 18 13:25:26 +0000 2015","1424265926000","568114081183318016","Armenian Genocide Mug http://t.co/JlFtiObGjU #ArmenianGenocide #100Years #1915NeverAgain #Mug #Coffee",,"monstervox","rene' ghazarian","499","","Sat Feb 21 00:52:12 +0000 2009","1637","65310",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","Armenian Genocide Mug http://t.co/JlFtiObGjU #ArmenianGenocide #100Years #1915NeverAgain #Mug #Coffee","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"13","2015","02","18","02/18/2015"
"Wed Feb 18 23:50:22 +0000 2015","1424303422000","568271350793523201","#ArmenianGenocide #1915NeverAgain #100Years #Postcard https://t.co/6QoRpXEBCI",,"monstervox","rene' ghazarian","499","","Sat Feb 21 00:52:12 +0000 2009","1637","65363",,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","#ArmenianGenocide #1915NeverAgain #100Years #Postcard https://t.co/6QoRpXEBCI","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"23","2015","02","18","02/18/2015"
"Fri Feb 20 11:26:20 +0000 2015","1424431580000","568808884413935617","#Pilibos100Days #1915NeverAgain #RecognizeTheArmenianGenocide #ArmenianGenocide #Armenia #Greece http://t.co/V8Uh3821Jy",,"uknowarman","Pogba","96","","Sun Mar 27 18:26:38 +0000 2011","116","1035",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","#Pilibos100Days #1915NeverAgain #RecognizeTheArmenianGenocide #ArmenianGenocide #Armenia #Greece http://t.co/V8Uh3821Jy","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"11","2015","02","20","02/20/2015"
"Fri Feb 20 14:53:08 +0000 2015","1424443988000","568860927338000384","#1915NeverAgain #Genocide #100DaysofAction #WewantJustice #TurkeyFailed http://t.co/hcTBie2aZn",,"KhatchigN","THE SINERS SINS ","18","","Mon Apr 15 22:20:44 +0000 2013","57","76",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","#1915NeverAgain #Genocide #100DaysofAction #WewantJustice #TurkeyFailed http://t.co/hcTBie2aZn","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"14","2015","02","20","02/20/2015"
"Fri Feb 20 13:32:09 +0000 2015","1424439129000","568840547231780864","Armenian Genocide Hat  #ArmenianGenocide #100Years #Justice #1915NeverAgain #Hat #Cap http://t.co/WxpzZzIcmd",,"monstervox","rene' ghazarian","498","","Sat Feb 21 00:52:12 +0000 2009","1637","65476",,,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","Armenian Genocide Hat  #ArmenianGenocide #100Years #Justice #1915NeverAgain #Hat #Cap http://t.co/WxpzZzIcmd","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"13","2015","02","20","02/20/2015"
"Fri Feb 20 14:52:24 +0000 2015","1424443944000","568860742792847360","RT @shantosophy: #100YearsOfDenial #ArmenianGenocide #1915NeverAgain http://t.co/VuLQydmzig",,"ArmandKeosian","Armand","234","","Wed Oct 12 02:18:37 +0000 2011","248","3364",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @shantosophy: #100YearsOfDenial #ArmenianGenocide #1915NeverAgain http://t.co/VuLQydmzig","0.00000","0.00000",,"null","568860568884359168","Shant Reganyan","#100YearsOfDenial #ArmenianGenocide #1915NeverAgain http://t.co/VuLQydmzig","#100YearsOfDenial #ArmenianGenocide #1915NeverAgain http://t.co/VuLQydmzig",,"147","226","3962",,"0",,,,,,,"Fri Feb 20 14:51:43 +0000 2015","shantosophy",,,"14","2015","02","20","02/20/2015"
"Sat Feb 21 10:41:51 +0000 2015","1424515311000","569160077686542337","RT @gokart_21: #Pilibos100Days  #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #Buddha #Wisdom http://t.co/LUZkHxrKTT",,"rostomzavarian","R Z","510","","Wed Apr 16 23:50:12 +0000 2014","1274","6293",,,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @gokart_21: #Pilibos100Days  #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #Buddha #Wisdom http://t.co/LUZkHxrKTT","0.00000","0.00000",,"null","564139460606971905","Gohar Mkrtchyan","#Pilibos100Days  #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #Buddha #Wisdom http://t.co/LUZkHxrKTT","#Pilibos100Days  #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #Buddha #Wisdom http://t.co/LUZkHxrKTT",,"647","160","2833",,"0",,,,,,,"Sat Feb 07 14:11:43 +0000 2015","gokart_21",,,"10","2015","02","21","02/21/2015"
"Sat Feb 21 11:01:42 +0000 2015","1424516502000","569165073098391552","RT @AMarselian: ðŸŽ¾â™¥ï¸�ðŸ’™ðŸ’› #Pilibos100Days #ArmenianGenocide #TurkeyFailed  #1915NeverAgain #Tennis #Champion #Armenian #Athlete http://t.co/9LLâ€¦",,"GasparyanFox","Mike Gasparyan","1196","Swiss ","Wed Apr 17 01:30:50 +0000 2013","1851","11608",,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @AMarselian: ðŸŽ¾â™¥ï¸�ðŸ’™ðŸ’› #Pilibos100Days #ArmenianGenocide #TurkeyFailed  #1915NeverAgain #Tennis #Champion #Armenian #Athlete http://t.co/9LLâ€¦","0.00000","0.00000",,"null","560836407376113665","Wave After Wave ","ðŸŽ¾â™¥ï¸�ðŸ’™ðŸ’› #Pilibos100Days #ArmenianGenocide #TurkeyFailed  #1915NeverAgain #Tennis #Champion #Armenian #Athlete http://t.co/9LLAAoF0rA","ðŸŽ¾â™¥ï¸�ðŸ’™ðŸ’› #Pilibos100Days #ArmenianGenocide #TurkeyFailed  #1915NeverAgain #Tennis #Champion #Armenian #Athlete http://t.co/9LLAAoF0rA",,"144","193","2513",,"0",,,,,,,"Thu Jan 29 11:26:34 +0000 2015","AMarselian",,,"11","2015","02","21","02/21/2015"
"Sun Feb 22 16:40:45 +0000 2015","1424623245000","569612785711075328","RT @shantosophy: #RecognizetheGenocide #turkeyfailed #1915NeverAgain #100YearsOfDenial #100DaysofAction http://t.co/OGUd1x2xJp",,"tylerhovsepian","Tyler Hovsepian","338","","Sun Mar 03 16:00:44 +0000 2013","361","1296",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @shantosophy: #RecognizetheGenocide #turkeyfailed #1915NeverAgain #100YearsOfDenial #100DaysofAction http://t.co/OGUd1x2xJp","0.00000","0.00000",,"null","569611166483230720","Shant Reganyan","#RecognizetheGenocide #turkeyfailed #1915NeverAgain #100YearsOfDenial #100DaysofAction http://t.co/OGUd1x2xJp","#RecognizetheGenocide #turkeyfailed #1915NeverAgain #100YearsOfDenial #100DaysofAction http://t.co/OGUd1x2xJp",,"149","232","3966",,"0",,,,,,,"Sun Feb 22 16:34:19 +0000 2015","shantosophy",,,"16","2015","02","22","02/22/2015"
"Tue Feb 24 10:46:07 +0000 2015","1424774767000","570248315050332161","#Pilibos100Days Â  #TurkeyFailed Â #ArmenianGenocide #1915NeverAgain #DivestTurkey #Berkeley https://t.co/OxL1Mylsxi",,"1000kisses_deep","Italia Salcedo","163","Glendale, CA","Thu Mar 12 01:40:38 +0000 2009","290","8154",,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","#Pilibos100Days Â  #TurkeyFailed Â #ArmenianGenocide #1915NeverAgain #DivestTurkey #Berkeley https://t.co/OxL1Mylsxi","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"10","2015","02","24","02/24/2015"
"Wed Feb 25 20:18:09 +0000 2015","1424895489000","570754659784232961","RT @hovojeragyan: #Pilibos100Days  #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #RewriteHistory http://t.co/DiWPrt3vkb",,"abenizib","apraham niziblian","271","MontrÃ©al, QuÃ©bec","Wed Apr 09 07:43:06 +0000 2014","404","2940",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"fr",,,"null","RT @hovojeragyan: #Pilibos100Days  #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #RewriteHistory http://t.co/DiWPrt3vkb","0.00000","0.00000",,"null","562649113507151872","Hovo","#Pilibos100Days  #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #RewriteHistory http://t.co/DiWPrt3vkb","#Pilibos100Days  #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #RewriteHistory http://t.co/DiWPrt3vkb",,"69","85","5408",,"0",,,,,,,"Tue Feb 03 11:29:36 +0000 2015","hovojeragyan",,,"20","2015","02","25","02/25/2015"
"Wed Feb 25 01:14:47 +0000 2015","1424826887000","570466922166427648","RT @shantosophy: #RecognizetheGenocide #turkeyfailed #1915NeverAgain #100YearsOfDenial #100DaysofAction http://t.co/OGUd1x2xJp",,"thuggy_z","azatoui ","165","","Sun Jun 08 00:07:56 +0000 2014","143","14475",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","RT @shantosophy: #RecognizetheGenocide #turkeyfailed #1915NeverAgain #100YearsOfDenial #100DaysofAction http://t.co/OGUd1x2xJp","0.00000","0.00000",,"null","569611166483230720","Shant Reganyan","#RecognizetheGenocide #turkeyfailed #1915NeverAgain #100YearsOfDenial #100DaysofAction http://t.co/OGUd1x2xJp","#RecognizetheGenocide #turkeyfailed #1915NeverAgain #100YearsOfDenial #100DaysofAction http://t.co/OGUd1x2xJp",,"151","236","3966",,"0",,,,,,,"Sun Feb 22 16:34:19 +0000 2015","shantosophy",,,"01","2015","02","25","02/25/2015"
"Fri Mar 06 11:29:34 +0000 2015","1425641374000","573883128218918912","#Pilibos100Days   #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #Colorado #USStates #Recognize #Genocide",,"Cynthiiaa_H","cintoog","203","","Tue Dec 18 20:49:06 +0000 2012","235","6838",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","#Pilibos100Days   #TurkeyFailed  #ArmenianGenocide #1915NeverAgain #Colorado #USStates #Recognize #Genocide","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"11","2015","03","06","03/06/2015"
"Sat Mar 07 23:56:54 +0000 2015","1425772614000","574433588684308480","Armenian Genocide Hat http://t.co/SBobNpDoXu #ArmenianGenocide #100Years #TurkeyFailed #1915NeverAgain #Hat #Cap",,"monstervox","rene' ghazarian","497","","Sat Feb 21 00:52:12 +0000 2009","1634","66394",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false",,"null",,"null",,,,,,"0",,,,"en",,,"null","Armenian Genocide Hat http://t.co/SBobNpDoXu #ArmenianGenocide #100Years #TurkeyFailed #1915NeverAgain #Hat #Cap","0.00000","0.00000",,"null",,"null","null","null",,"0","0","0",,"0",,,,,,,,"null",,,"23","2015","03","07","03/07/2015"
