date,Armenian genocide
2025-12-28,13
2026-01-04,20
2026-01-11,24
2026-01-18,23
2026-01-25,28
2026-02-01,40
2026-02-08,54
2026-02-15,45
2026-02-22,43
2026-03-01,39
2026-03-08,41
2026-03-15,39
2026-03-22,42
2026-03-29,40
2026-04-05,44
2026-04-12,49
2026-04-19,100
2026-04-26,41
2026-05-03,33
